customer_id,age,gender,income_bracket,tenure_months,card_type
C100808,32,F,Mid,91,Green
C100809,42,M,Low,164,Gold
C100810,36,F,Affluent,111,Green
C100811,32,M,High,82,Gold
C100812,23,M,Low,123,Gold
C100813,21,M,Affluent,99,Gold
C100814,26,M,High,35,Gold
C100815,51,M,Mid,159,Gold
C100816,42,M,Mid,156,Green
C100817,35,F,Mid,103,Gold
C100818,46,F,Low,129,Green
C100819,23,F,Mid,25,Platinum
C100820,38,F,High,43,Platinum
C100821,21,F,Low,84,Green
C100822,41,M,Mid,51,Green
C100823,40,F,Mid,130,Green
C100824,41,F,Mid,126,Centurion
C100825,50,M,Affluent,69,Platinum
C100826,46,F,Mid,9,Green
C100827,24,F,Mid,2,Gold
C100828,51,M,High,162,Green
C100829,35,M,Mid,159,Gold
C100830,21,M,Mid,10,Gold
C100831,36,F,Mid,114,Gold
C100832,45,M,Low,76,Platinum
C100833,26,M,Low,164,Gold
C100834,52,M,Mid,85,Green
C100835,27,F,Mid,49,Gold
C100836,32,F,Affluent,70,Gold
C100837,30,F,Mid,177,Platinum
C100838,21,M,Mid,131,Green
C100839,27,F,Mid,133,Gold
C100840,30,F,Low,90,Gold
C100841,36,F,High,26,Gold
C100842,21,F,Low,72,Green
C100843,45,M,Affluent,5,Centurion
C100844,45,M,Low,15,Green
C100845,50,M,Mid,123,Green
C100846,21,F,Low,144,Platinum
C100847,34,F,Affluent,1,Green
C100848,48,F,Mid,144,Green
C100849,49,F,Mid,165,Gold
C100850,54,F,Low,3,Green
C100851,39,M,High,180,Centurion
C100852,37,M,Mid,47,Gold
C100853,21,F,High,95,Gold
C100854,49,F,Mid,13,Green
C100855,32,F,Low,120,Green
C100856,38,F,Low,55,Gold
C100857,37,M,Mid,149,Gold
C100858,21,M,Mid,66,Platinum
C100859,29,M,Low,155,Green
C100860,42,F,High,166,Gold
C100861,37,F,Mid,90,Green
C100862,43,F,Mid,62,Gold
C100863,46,M,Mid,102,Gold
C100864,28,M,Mid,174,Green
C100865,32,F,Mid,139,Gold
C100866,36,M,Low,8,Green
C100867,46,F,Low,97,Gold
C100868,35,F,High,117,Gold
C100869,21,F,Affluent,64,Green
C100870,35,F,Mid,21,Platinum
C100871,46,M,Mid,115,Gold
C100872,52,F,Mid,85,Platinum
C100873,41,M,Mid,20,Green
C100874,21,M,Low,8,Platinum
C100875,33,M,Low,58,Green
C100876,43,M,High,46,Gold
C100877,47,F,High,31,Platinum
C100878,43,F,Low,93,Green
C100879,35,M,Mid,9,Green
C100880,47,M,Mid,15,Platinum
C100881,30,M,High,94,Gold
C100882,40,F,Low,154,Gold
C100883,46,F,Low,138,Green
C100884,44,M,High,29,Gold
C100885,44,M,Low,80,Green
C100886,44,M,High,36,Platinum
C100887,26,M,Mid,84,Gold
C100888,38,F,Low,109,Gold
C100889,27,M,Mid,118,Green
C100890,34,M,High,37,Platinum
C100891,25,M,High,86,Gold
C100892,41,F,High,71,Platinum
C100893,21,M,Mid,151,Green
C100894,44,F,High,169,Platinum
C100895,38,F,Mid,93,Gold
C100896,58,F,Mid,80,Green
C100897,35,M,High,102,Gold
C100898,35,M,Low,156,Green
C100899,45,M,Low,176,Green
C100900,36,M,Mid,166,Green
C100901,41,M,Low,159,Gold
C100902,48,M,Low,14,Gold
C100903,35,M,Mid,117,Gold
C100904,51,M,Mid,73,Green
C100905,21,F,High,91,Platinum
C100906,55,M,High,90,Platinum
C100907,21,M,Mid,29,Green
C100908,52,M,Mid,179,Green
C100909,21,F,Mid,49,Gold
C100910,59,F,Mid,171,Gold
C100911,39,M,Mid,72,Gold
C100912,27,F,Mid,133,Gold
C100913,58,M,Mid,42,Green
C100914,26,F,Mid,135,Platinum
C100915,35,F,Mid,42,Gold
C100916,66,F,Mid,164,Green
C100917,42,F,Affluent,105,Green
C100918,21,M,High,27,Gold
C100919,34,M,Low,58,Gold
C100920,34,M,High,46,Gold
C100921,40,F,Mid,66,Centurion
C100922,37,M,High,25,Green
C100923,44,M,High,73,Centurion
C100924,21,M,Mid,117,Gold
C100925,31,M,Low,155,Gold
C100926,41,F,Mid,129,Platinum
C100927,29,M,Mid,87,Gold
C100928,50,M,Mid,74,Green
C100929,29,M,Mid,170,Platinum
C100930,39,F,Low,180,Gold
C100931,36,M,High,153,Gold
C100932,26,M,Affluent,125,Platinum
C100933,38,F,Mid,67,Gold
C100934,23,M,Low,6,Gold
C100935,33,M,Mid,125,Gold
C100936,38,F,Low,58,Gold
C100937,22,M,Affluent,70,Green
C100938,44,M,Low,53,Platinum
C100939,40,F,Mid,66,Green
C100940,43,M,Mid,58,Gold
C100941,38,M,Mid,82,Platinum
C100942,25,F,High,87,Green
C100943,37,F,High,2,Green
C100944,44,F,Mid,150,Green
C100945,24,M,Low,37,Gold
C100946,25,M,Low,148,Platinum
C100947,35,F,Affluent,103,Gold
C100948,33,M,High,24,Green
C100949,37,M,Mid,112,Gold
C100950,34,F,Mid,65,Gold
C100951,39,M,High,129,Green
C100952,51,M,Low,117,Gold
C100953,43,M,Affluent,116,Green
C100954,38,F,Mid,105,Platinum
C100955,25,M,Mid,3,Green
C100956,30,M,Mid,46,Green
C100957,47,M,Low,55,Platinum
C100958,32,F,Low,75,Gold
C100959,27,M,High,45,Green
C100960,61,M,Low,154,Platinum
C100961,54,F,Mid,77,Gold
C100962,36,M,Mid,24,Green
C100963,26,M,Mid,35,Gold
C100964,45,F,Mid,24,Platinum
C100965,32,F,Mid,28,Gold
C100966,47,M,High,16,Green
C100967,32,F,Mid,59,Gold
C100968,56,M,Mid,144,Gold
C100969,32,F,Mid,15,Platinum
C100970,64,F,High,11,Green
C100971,40,F,Affluent,79,Gold
C100972,53,M,High,115,Green
C100973,32,M,Mid,68,Gold
C100974,23,F,Low,43,Centurion
C100975,21,F,Mid,69,Green
C100976,52,F,Mid,141,Green
C100977,38,M,Low,138,Gold
C100978,24,M,Mid,75,Gold
C100979,52,F,Mid,103,Green
C100980,50,F,Mid,41,Gold
C100981,53,M,High,178,Platinum
C100982,23,F,Low,59,Gold
C100983,51,F,Low,39,Gold
C100984,42,M,High,3,Green
C100985,53,F,Mid,7,Platinum
C100986,43,M,High,49,Green
C100987,39,F,Mid,26,Green
C100988,51,F,Mid,161,Green
C100989,47,M,High,101,Gold
C100990,49,F,High,176,Platinum
C100991,32,F,High,79,Green
C100992,36,F,Mid,2,Platinum
C100993,21,M,Mid,127,Platinum
C100994,31,M,Mid,160,Gold
C100995,46,F,Low,132,Platinum
C100996,44,M,Affluent,20,Green
C100997,27,M,Low,117,Green
C100998,52,M,Affluent,164,Platinum
C100999,70,M,Mid,32,Gold
C101000,28,F,Low,28,Green
C101001,35,F,Mid,77,Gold
C101002,31,F,High,1,Platinum
C101003,36,F,High,56,Gold
C101004,41,F,High,35,Green
C101005,30,M,High,112,Gold
C101006,34,F,High,30,Platinum
C101007,38,M,High,54,Green
C101008,43,F,Mid,36,Green
C101009,54,M,Mid,80,Gold
C101010,37,M,Mid,58,Gold
C101011,31,M,Affluent,83,Green
C101012,45,M,Affluent,65,Green
C101013,42,M,Low,69,Green
C101014,35,M,High,128,Green
C101015,43,M,Affluent,51,Green
C101016,33,M,Low,22,Gold
C101017,32,M,Mid,107,Gold
C101018,21,M,Affluent,109,Gold
C101019,34,F,Low,116,Gold
C101020,21,F,High,101,Green
C101021,30,F,Mid,100,Gold
C101022,44,F,Affluent,164,Green
C101023,21,F,Affluent,68,Green
C101024,35,F,Affluent,36,Green
C101025,38,M,Mid,180,Centurion
C101026,35,F,High,178,Green
C101027,32,M,High,169,Platinum
C101028,41,F,Mid,146,Green
C101029,43,F,High,22,Gold
C101030,38,F,Low,66,Platinum
C101031,33,M,Mid,21,Green
C101032,47,F,Mid,100,Green
C101033,23,F,Low,128,Centurion
C101034,45,M,Low,44,Gold
C101035,42,F,High,103,Green
C101036,40,M,Mid,47,Green
C101037,37,M,High,39,Platinum
C101038,21,M,Low,29,Platinum
C101039,53,F,Mid,54,Gold
C101040,47,M,Mid,90,Green
C101041,27,M,High,85,Platinum
C101042,46,M,Mid,17,Green
C101043,40,M,Mid,80,Gold
C101044,31,M,High,159,Gold
C101045,51,M,Mid,73,Green
C101046,33,M,Mid,49,Gold
C101047,52,M,Low,101,Platinum
C101048,43,M,High,2,Platinum
C101049,48,F,Low,176,Green
C101050,44,F,High,142,Green
C101051,43,M,Mid,59,Green
C101052,40,M,Affluent,97,Green
C101053,30,F,High,99,Gold
C101054,38,M,Affluent,103,Gold
C101055,48,F,Mid,179,Green
C101056,45,M,High,2,Green
C101057,43,M,Mid,41,Green
C101058,21,F,Mid,123,Gold
C101059,35,F,Mid,82,Gold
C101060,34,M,High,144,Gold
C101061,25,M,Affluent,132,Gold
C101062,47,F,High,140,Gold
C101063,21,M,Mid,29,Gold
C101064,47,F,Mid,135,Green
C101065,52,M,High,14,Gold
C101066,35,M,Mid,12,Green
C101067,37,M,Low,99,Green
C101068,48,F,Mid,133,Centurion
C101069,29,M,Mid,81,Green
C101070,45,M,Mid,106,Gold
C101071,27,M,Mid,32,Gold
C101072,24,F,Low,74,Green
C101073,41,F,Low,171,Green
C101074,37,F,Affluent,81,Gold
C101075,21,F,Mid,69,Green
C101076,53,M,Mid,45,Green
C101077,33,F,High,106,Centurion
C101078,43,M,Mid,137,Gold
C101079,55,M,Affluent,177,Green
C101080,40,M,High,161,Green
C101081,52,F,Low,100,Gold
C101082,28,F,Mid,146,Green
C101083,53,F,High,9,Green
C101084,28,F,Affluent,62,Gold
C101085,31,F,Mid,29,Green
C101086,21,F,Mid,125,Gold
C101087,40,M,Low,114,Gold
C101088,44,F,Affluent,153,Green
C101089,46,F,Mid,143,Green
C101090,22,F,Affluent,134,Gold
C101091,42,M,Mid,120,Gold
C101092,42,M,Mid,170,Green
C101093,44,M,Mid,157,Green
C101094,29,M,Mid,79,Centurion
C101095,21,M,Low,93,Green
C101096,45,F,Mid,4,Centurion
C101097,36,F,Low,82,Green
C101098,41,F,High,177,Green
C101099,36,M,Mid,172,Gold
C101100,40,M,Low,75,Green
C101101,46,M,Affluent,14,Green
C101102,21,M,High,131,Green
C101103,50,M,Affluent,114,Centurion
C101104,35,M,Affluent,62,Green
C101105,55,F,Low,106,Gold
C101106,32,M,Mid,64,Gold
C101107,30,F,High,102,Gold
C101108,36,F,High,173,Gold
C101109,43,F,Low,106,Green
C101110,34,F,High,20,Green
C101111,44,F,Mid,58,Green
C101112,33,F,Mid,112,Green
C101113,38,F,Mid,57,Green
C101114,62,M,Mid,119,Green
C101115,41,M,Mid,97,Platinum
C101116,42,F,Low,92,Platinum
C101117,21,M,High,52,Green
C101118,52,F,Mid,37,Green
C101119,49,F,Low,8,Green
C101120,30,M,High,44,Green
C101121,49,M,Affluent,98,Green
C101122,41,F,High,133,Platinum
C101123,38,F,High,118,Green
C101124,52,F,High,69,Green
C101125,32,F,Mid,159,Green
C101126,30,F,Low,45,Centurion
C101127,40,F,Mid,137,Platinum
C101128,43,M,Mid,32,Gold
C101129,48,M,Mid,33,Gold
C101130,36,M,High,126,Green
C101131,28,M,Mid,67,Green
C101132,65,M,Low,30,Gold
C101133,26,F,Mid,114,Platinum
C101134,38,F,High,29,Green
C101135,46,F,Low,131,Green
C101136,50,F,High,30,Gold
C101137,31,M,Mid,137,Green
C101138,21,M,Mid,154,Gold
C101139,31,F,Mid,130,Green
C101140,47,M,High,62,Green
C101141,45,F,Mid,3,Gold
C101142,45,M,High,174,Platinum
C101143,45,M,Mid,68,Green
C101144,52,M,Mid,25,Green
C101145,29,F,High,179,Green
C101146,24,F,High,141,Gold
C101147,42,F,High,44,Platinum
C101148,26,F,High,163,Green
C101149,24,F,High,55,Green
C101150,51,F,High,137,Centurion
C101151,40,F,High,130,Gold
C101152,38,M,High,41,Gold
C101153,38,F,High,172,Green
C101154,36,F,Mid,64,Green
C101155,51,M,High,31,Gold
C101156,21,M,Low,47,Gold
C101157,21,M,High,130,Gold
C101158,27,M,High,96,Green
C101159,41,F,Low,77,Gold
C101160,57,F,High,110,Platinum
C101161,47,F,Low,69,Platinum
C101162,44,F,Mid,58,Green
C101163,37,F,High,106,Gold
C101164,23,M,Low,44,Gold
C101165,43,F,High,74,Platinum
C101166,60,F,High,56,Platinum
C101167,35,F,Mid,171,Centurion
C101168,31,F,Low,127,Centurion
C101169,35,F,Mid,162,Green
C101170,44,M,Mid,30,Gold
C101171,39,F,Affluent,71,Gold
C101172,48,F,Mid,118,Green
C101173,37,F,Mid,55,Green
C101174,35,M,Mid,67,Green
C101175,40,M,Mid,141,Platinum
C101176,32,M,High,3,Green
C101177,57,F,Low,26,Platinum
C101178,47,M,High,57,Gold
C101179,25,F,Mid,126,Gold
C101180,29,M,Affluent,152,Green
C101181,44,M,Mid,53,Gold
C101182,40,F,Mid,43,Gold
C101183,41,F,Affluent,49,Green
C101184,35,F,Low,42,Platinum
C101185,43,M,Affluent,11,Gold
C101186,36,M,High,103,Green
C101187,44,M,Low,98,Platinum
C101188,46,M,Mid,146,Green
C101189,55,F,High,85,Gold
C101190,32,M,Low,100,Gold
C101191,37,F,Mid,104,Green
C101192,24,F,Mid,180,Gold
C101193,58,F,Mid,46,Gold
C101194,21,F,Low,44,Gold
C101195,56,M,High,22,Green
C101196,39,M,Affluent,114,Green
C101197,42,F,Affluent,125,Green
C101198,36,M,High,124,Centurion
C101199,38,F,Low,30,Green
C101200,44,F,High,8,Gold
C101201,21,F,Low,98,Platinum
C101202,30,F,Low,57,Platinum
C101203,28,F,Mid,111,Platinum
C101204,42,F,Mid,73,Centurion
C101205,38,M,High,115,Green
C101206,44,F,High,20,Green
C101207,39,M,Mid,25,Green
C101208,49,F,Mid,19,Green
C101209,29,F,Affluent,5,Gold
C101210,38,M,Mid,75,Green
C101211,50,M,Mid,128,Gold
C101212,48,M,Low,72,Green
C101213,21,F,High,155,Green
C101214,26,F,High,40,Gold
C101215,37,F,Mid,26,Green
C101216,35,F,Low,27,Gold
C101217,37,M,High,83,Centurion
C101218,46,F,High,128,Platinum
C101219,41,F,Mid,178,Green
C101220,41,M,Affluent,170,Platinum
C101221,45,M,Low,157,Green
C101222,49,F,Mid,167,Gold
C101223,21,F,Affluent,169,Green
C101224,33,F,Mid,33,Green
C101225,28,F,Mid,97,Centurion
C101226,43,M,Mid,111,Green
C101227,32,F,Mid,16,Platinum
C101228,38,M,Affluent,23,Green
C101229,47,F,Mid,135,Platinum
C101230,31,M,High,26,Centurion
C101231,41,F,Mid,96,Gold
C101232,55,M,Mid,12,Gold
C101233,47,M,Low,72,Gold
C101234,21,M,High,133,Platinum
C101235,34,M,Mid,106,Green
C101236,41,M,High,117,Gold
C101237,44,F,Mid,177,Green
C101238,35,M,Affluent,26,Green
C101239,30,M,Low,133,Green
C101240,38,M,High,22,Gold
C101241,26,M,High,13,Platinum
C101242,50,F,High,156,Green
C101243,58,F,High,161,Gold
C101244,42,M,High,107,Gold
C101245,35,M,Mid,23,Gold
C101246,48,F,Low,97,Platinum
C101247,46,F,Low,18,Green
C101248,34,M,Affluent,117,Green
C101249,37,M,Mid,30,Green
C101250,31,M,High,26,Platinum
C101251,39,M,Mid,144,Centurion
C101252,41,M,Low,39,Green
C101253,29,M,Low,161,Green
C101254,26,M,High,154,Gold
C101255,23,F,Mid,176,Gold
C101256,42,F,Mid,166,Gold
C101257,37,F,Mid,130,Centurion
C101258,37,F,Low,113,Platinum
C101259,43,M,Mid,134,Platinum
C101260,28,M,Mid,46,Gold
C101261,26,M,High,50,Green
C101262,40,F,Mid,166,Gold
C101263,21,F,Mid,106,Gold
C101264,35,F,Low,146,Green
C101265,65,M,Low,155,Green
C101266,23,M,Mid,169,Gold
C101267,33,F,Mid,72,Gold
C101268,21,F,Mid,74,Gold
C101269,35,M,Mid,17,Green
C101270,59,F,High,157,Gold
C101271,43,M,High,70,Green
C101272,31,F,High,150,Gold
C101273,61,M,Low,6,Gold
C101274,21,F,Mid,26,Platinum
C101275,42,F,Low,167,Platinum
C101276,38,F,Mid,140,Gold
C101277,35,F,Affluent,99,Gold
C101278,46,M,Low,142,Gold
C101279,24,M,Mid,22,Green
C101280,41,M,Mid,51,Gold
C101281,40,M,High,151,Gold
C101282,28,M,Mid,176,Gold
C101283,59,M,Low,104,Green
C101284,35,F,Mid,178,Platinum
C101285,36,M,Mid,89,Green
C101286,26,M,Low,141,Green
C101287,36,F,Mid,138,Centurion
C101288,63,F,Low,9,Platinum
C101289,35,F,Low,79,Green
C101290,43,F,Mid,52,Platinum
C101291,48,M,Low,130,Green
C101292,36,M,Mid,153,Gold
C101293,33,F,High,13,Gold
C101294,43,M,High,51,Gold
C101295,35,F,Mid,34,Gold
C101296,34,M,Low,35,Green
C101297,48,F,Low,131,Green
C101298,37,F,Mid,120,Gold
C101299,51,F,High,70,Green
C101300,36,M,Low,176,Centurion
C101301,23,F,Affluent,147,Gold
C101302,21,F,Low,67,Green
C101303,21,M,Mid,103,Gold
C101304,21,F,High,73,Green
C101305,40,M,High,116,Green
C101306,27,M,High,133,Gold
C101307,21,M,High,67,Centurion
C101308,36,F,Mid,139,Gold
C101309,26,M,High,121,Green
C101310,43,F,Low,94,Gold
C101311,42,F,High,129,Green
C101312,43,F,Mid,91,Green
C101313,21,M,High,92,Platinum
C101314,38,M,Mid,63,Centurion
C101315,36,M,Mid,29,Green
C101316,24,M,Mid,12,Gold
C101317,21,F,High,77,Centurion
C101318,36,F,Low,41,Green
C101319,49,M,Low,130,Green
C101320,21,M,Mid,37,Platinum
C101321,28,F,Low,173,Gold
C101322,39,M,High,176,Green
C101323,50,F,Mid,24,Green
C101324,34,M,Affluent,99,Green
C101325,59,F,Mid,150,Gold
C101326,21,F,Low,100,Platinum
C101327,21,F,High,139,Gold
C101328,49,M,High,58,Gold
C101329,21,F,Mid,174,Green
C101330,43,F,Mid,29,Green
C101331,34,M,High,163,Green
C101332,28,M,Mid,143,Platinum
C101333,33,F,Affluent,60,Gold
C101334,23,M,Affluent,95,Green
C101335,34,M,High,42,Gold
C101336,38,M,Low,43,Platinum
C101337,33,F,High,74,Gold
C101338,31,F,Low,177,Green
C101339,40,F,Low,160,Green
C101340,56,F,Mid,64,Green
C101341,35,F,Mid,2,Platinum
C101342,47,F,High,152,Gold
C101343,27,F,High,66,Gold
C101344,23,F,High,166,Platinum
C101345,42,M,Mid,31,Centurion
C101346,35,F,Mid,115,Green
C101347,50,F,Mid,26,Green
C101348,52,M,Affluent,29,Gold
C101349,47,M,Low,78,Green
C101350,46,F,High,25,Platinum
C101351,21,M,Mid,48,Platinum
C101352,42,M,Mid,65,Gold
C101353,47,M,High,67,Green
C101354,24,M,Mid,90,Green
C101355,38,F,High,146,Green
C101356,26,M,Affluent,137,Platinum
C101357,49,M,Mid,38,Green
C101358,27,M,Mid,87,Green
C101359,29,F,Mid,149,Green
C101360,32,F,Affluent,65,Centurion
C101361,62,F,Mid,149,Gold
C101362,49,F,Mid,27,Platinum
C101363,55,M,Mid,106,Platinum
C101364,21,F,High,123,Gold
C101365,24,F,Low,44,Green
C101366,52,F,High,100,Green
C101367,21,M,Affluent,28,Gold
C101368,30,M,Low,173,Platinum
C101369,60,F,Mid,17,Green
C101370,27,M,Affluent,127,Green
C101371,21,M,Low,123,Gold
C101372,38,F,High,168,Green
C101373,21,M,Mid,131,Gold
C101374,51,F,Mid,76,Green
C101375,28,M,High,46,Green
C101376,25,F,Mid,158,Green
C101377,38,M,Mid,69,Gold
C101378,33,F,Mid,137,Gold
C101379,40,M,Mid,85,Green
C101380,43,F,Low,11,Platinum
C101381,35,F,Mid,69,Green
C101382,25,M,Affluent,99,Green
C101383,46,F,Mid,91,Gold
C101384,30,F,High,159,Green
C101385,28,M,Mid,161,Gold
C101386,39,M,High,167,Centurion
C101387,21,M,Low,94,Gold
C101388,42,M,Affluent,174,Gold
C101389,40,F,Mid,165,Gold
C101390,50,M,Mid,115,Green
C101391,32,F,Low,31,Gold
C101392,52,M,Low,11,Green
C101393,43,M,Mid,87,Centurion
C101394,37,M,Mid,121,Green
C101395,57,M,High,130,Gold
C101396,39,F,Mid,105,Platinum
C101397,32,M,Mid,27,Platinum
C101398,39,F,Mid,2,Centurion
C101399,32,M,High,103,Gold
C101400,42,M,Low,101,Green
C101401,52,M,Low,21,Platinum
C101402,37,M,Low,58,Green
C101403,38,M,High,133,Green
C101404,46,M,High,180,Gold
C101405,51,F,Mid,173,Gold
C101406,33,F,High,85,Platinum
C101407,39,F,High,93,Centurion
C101408,46,M,Mid,20,Platinum
C101409,41,M,High,61,Green
C101410,21,F,Mid,38,Gold
C101411,48,F,Low,148,Platinum
C101412,43,M,Mid,25,Centurion
C101413,44,M,Low,130,Green
C101414,24,M,Mid,121,Green
C101415,39,F,Affluent,160,Platinum
C101416,47,F,Low,26,Green
C101417,28,M,Low,169,Gold
C101418,31,M,Mid,67,Green
C101419,47,M,Affluent,1,Gold
C101420,30,M,Mid,51,Gold
C101421,35,F,Mid,5,Green
C101422,26,F,Low,13,Gold
C101423,58,M,Low,147,Green
C101424,43,F,Affluent,140,Green
C101425,35,M,Affluent,48,Green
C101426,33,F,Low,153,Gold
C101427,24,F,Affluent,57,Green
C101428,36,M,Mid,115,Gold
C101429,45,F,High,35,Gold
C101430,29,M,Mid,76,Gold
C101431,39,M,Mid,94,Gold
C101432,33,M,Mid,5,Gold
C101433,53,M,High,22,Green
C101434,30,F,Low,103,Gold
C101435,46,M,Low,175,Green
C101436,53,F,Mid,131,Platinum
C101437,33,F,High,124,Platinum
C101438,31,M,Mid,53,Green
C101439,48,M,High,159,Gold
C101440,21,M,Affluent,69,Platinum
C101441,42,M,Low,104,Green
C101442,21,M,High,161,Gold
C101443,51,F,Mid,178,Green
C101444,35,M,High,16,Gold
C101445,37,F,Low,116,Platinum
C101446,30,M,High,76,Gold
C101447,21,M,High,109,Gold
C101448,51,M,Affluent,39,Platinum
C101449,36,M,High,89,Gold
C101450,73,M,Mid,174,Gold
C101451,29,F,Mid,112,Gold
C101452,30,F,High,47,Gold
C101453,28,M,Mid,172,Platinum
C101454,36,F,Low,137,Centurion
C101455,55,M,Affluent,128,Platinum
C101456,49,M,High,178,Gold
C101457,21,F,High,77,Green
C101458,51,F,Mid,15,Platinum
C101459,45,F,High,36,Gold
C101460,43,M,Mid,63,Platinum
C101461,30,F,High,69,Green
C101462,31,F,Low,169,Platinum
C101463,39,M,High,74,Green
C101464,31,F,Affluent,24,Green
C101465,52,F,Low,49,Gold
C101466,31,F,Affluent,146,Gold
C101467,21,F,Mid,7,Green
C101468,23,M,High,4,Gold
C101469,24,F,High,90,Green
C101470,35,M,Mid,60,Green
C101471,40,F,High,55,Green
C101472,38,F,High,16,Platinum
C101473,43,F,Mid,29,Green
C101474,35,M,Mid,151,Green
C101475,35,F,High,14,Gold
C101476,57,M,High,79,Gold
C101477,51,F,High,177,Platinum
C101478,42,F,High,33,Platinum
C101479,48,M,Mid,153,Platinum
C101480,21,M,High,21,Green
C101481,28,F,Low,145,Gold
C101482,33,M,Mid,23,Gold
C101483,29,M,Low,57,Green
C101484,21,M,Mid,142,Green
C101485,42,M,Mid,93,Gold
C101486,53,F,Mid,20,Green
C101487,37,F,High,158,Centurion
C101488,45,F,Mid,19,Platinum
C101489,37,M,Mid,103,Green
C101490,33,F,Mid,77,Green
C101491,48,F,Mid,151,Centurion
C101492,22,F,Mid,33,Green
C101493,21,M,Low,18,Platinum
C101494,22,M,Mid,73,Gold
C101495,47,F,High,161,Platinum
C101496,38,M,Mid,160,Gold
C101497,42,F,Mid,17,Green
C101498,56,F,Mid,19,Green
C101499,25,M,High,70,Gold
C101500,51,F,Mid,120,Platinum
C101501,33,M,Mid,101,Green
C101502,31,M,Low,34,Gold
C101503,38,M,Mid,84,Green
C101504,40,M,Mid,153,Platinum
C101505,35,M,Mid,74,Platinum
C101506,44,M,Mid,88,Green
C101507,38,M,Mid,85,Green
C101508,35,M,Mid,11,Green
C101509,33,F,High,91,Gold
C101510,40,M,High,144,Gold
C101511,23,M,High,127,Green
C101512,26,M,Affluent,113,Centurion
C101513,33,M,Low,80,Gold
C101514,43,F,Low,7,Gold
C101515,61,F,Low,16,Green
C101516,36,F,Mid,16,Green
C101517,21,M,High,168,Gold
C101518,29,F,Mid,12,Gold
C101519,45,F,Affluent,35,Gold
C101520,27,M,Low,21,Platinum
C101521,23,M,Affluent,178,Gold
C101522,45,M,Mid,171,Green
C101523,43,F,Low,17,Platinum
C101524,21,M,Mid,32,Gold
C101525,28,F,Mid,41,Green
C101526,51,M,Mid,134,Green
C101527,47,F,Mid,27,Platinum
C101528,24,F,High,148,Platinum
C101529,21,F,Mid,153,Green
C101530,40,F,Mid,66,Green
C101531,34,F,Mid,137,Gold
C101532,39,F,High,92,Platinum
C101533,44,F,Mid,61,Green
C101534,27,M,Mid,166,Platinum
C101535,33,M,Low,3,Green
C101536,28,M,Low,103,Green
C101537,28,M,High,55,Green
C101538,44,F,Low,1,Green
C101539,39,M,Mid,101,Green
C101540,21,F,High,45,Platinum
C101541,45,M,Low,175,Green
C101542,34,M,Mid,26,Green
C101543,46,M,Mid,121,Green
C101544,26,M,Affluent,142,Platinum
C101545,27,M,Mid,46,Platinum
C101546,40,F,High,122,Green
C101547,25,F,Mid,31,Gold
C101548,34,F,Low,59,Green
C101549,24,F,Mid,29,Gold
C101550,33,F,Affluent,106,Green
C101551,37,F,Mid,17,Gold
C101552,38,M,High,142,Gold
C101553,33,M,High,164,Gold
C101554,41,M,Mid,24,Green
C101555,39,M,Mid,109,Green
C101556,37,M,Mid,91,Gold
C101557,31,F,Mid,25,Gold
C101558,49,F,High,32,Green
C101559,42,F,Affluent,116,Platinum
C101560,26,M,Mid,82,Gold
C101561,45,M,Mid,110,Green
C101562,47,F,High,146,Green
C101563,37,M,Mid,37,Centurion
C101564,37,F,High,26,Green
C101565,21,M,Mid,137,Platinum
C101566,28,F,High,64,Gold
C101567,47,F,Low,72,Green
C101568,29,F,Mid,148,Gold
C101569,36,F,Mid,106,Green
C101570,28,M,Mid,86,Green
C101571,40,M,Low,158,Green
C101572,42,M,High,53,Platinum
C101573,42,M,High,92,Gold
C101574,25,M,Mid,99,Green
C101575,39,F,Low,11,Green
C101576,55,M,Low,31,Gold
C101577,46,F,Mid,177,Green
C101578,39,F,Mid,100,Green
C101579,21,F,Mid,87,Green
C101580,35,F,Mid,147,Gold
C101581,56,F,Mid,140,Green
C101582,52,F,Mid,15,Gold
C101583,43,F,Mid,159,Gold
C101584,30,F,Affluent,171,Centurion
C101585,38,M,Low,101,Platinum
C101586,46,M,High,165,Gold
C101587,48,F,Mid,29,Gold
C101588,41,M,Mid,114,Platinum
C101589,47,F,High,107,Gold
C101590,37,M,High,154,Gold
C101591,36,M,Affluent,108,Green
C101592,32,M,Low,130,Platinum
C101593,42,M,Low,84,Green
C101594,49,M,High,15,Green
C101595,45,M,Mid,132,Gold
C101596,24,F,Mid,50,Platinum
C101597,25,M,Low,166,Gold
C101598,50,F,Low,23,Platinum
C101599,39,M,High,59,Platinum
C101600,40,F,Low,90,Gold
C101601,40,F,Mid,115,Gold
C101602,57,F,Mid,75,Gold
C101603,33,F,Mid,156,Platinum
C101604,50,F,Low,123,Gold
C101605,40,M,Mid,136,Platinum
C101606,21,M,Low,157,Green
C101607,28,M,High,139,Green
C101608,31,M,Mid,18,Green
C101609,50,M,Mid,50,Gold
C101610,51,F,High,142,Platinum
C101611,41,M,High,118,Green
C101612,32,M,Mid,137,Green
C101613,27,F,Mid,139,Green
C101614,50,F,Mid,108,Gold
C101615,23,F,High,67,Green
C101616,36,F,Affluent,167,Green
C101617,64,M,High,78,Platinum
C101618,32,F,Mid,156,Green
C101619,24,M,High,75,Gold
C101620,21,M,Mid,39,Gold
