exposure_id,customer_id,channel_name,channel_type,category,impression_date,clicked,click_date,viewed,view_date,redeemed,redemption_date,redemption_value,cost
E1011776,C103734,Social Media Ad,Paid,Retail,2024-08-14,0,,0,,0,,0.0,0.012
E1011777,C104966,Email,Owned,Entertainment,2024-01-06,0,,0,,0,,0.0,0.002
E1011778,C104707,Push Notification,Owned,Retail,2024-04-07,0,,0,,0,,0.0,0.001
E1011779,C101538,Social Media Ad,Paid,Grocery,2024-05-10,0,,0,,0,,0.0,0.012
E1011780,C101568,Social Media Ad,Paid,Health & Wellness,2024-05-11,0,,0,,0,,0.0,0.012
E1011781,C103270,Email,Owned,Retail,2025-05-04,0,,0,,0,,0.0,0.002
E1011782,C104164,Email,Owned,Grocery,2024-04-18,0,,0,,0,,0.0,0.002
E1011783,C100601,SMS,Paid,Retail,2024-02-16,0,,0,,0,,0.0,0.05
E1011784,C102064,Social Media Ad,Paid,Retail,2025-03-30,0,,0,,0,,0.0,0.012
E1011785,C104974,Social Media Ad,Paid,Grocery,2024-07-25,0,,0,,0,,0.0,0.012
E1011786,C103906,Push Notification,Owned,Grocery,2024-06-02,0,,0,,0,,0.0,0.001
E1011787,C100545,Push Notification,Owned,Entertainment,2025-06-01,0,,0,,0,,0.0,0.001
E1011788,C100183,Email,Owned,Dining,2024-10-20,0,,0,,0,,0.0,0.002
E1011789,C100837,Email,Owned,Electronics,2024-11-13,0,,0,,0,,0.0,0.002
E1011790,C101892,Email,Owned,Entertainment,2024-10-19,0,,0,,0,,0.0,0.002
E1011791,C101388,Social Media Ad,Paid,Dining,2024-07-10,0,,0,,0,,0.0,0.012
E1011792,C101941,Display Ad,Paid,Entertainment,2024-08-30,0,,0,,0,,0.0,0.008
E1011793,C101457,Social Media Ad,Paid,Travel,2025-03-01,0,,0,,0,,0.0,0.012
E1011794,C103270,In-App Banner,Owned,Travel,2024-01-31,0,,0,,0,,0.0,0.0015
E1011795,C102800,Email,Owned,Entertainment,2024-09-12,0,,0,,0,,0.0,0.002
E1011796,C103303,Social Media Ad,Paid,Health & Wellness,2025-04-28,0,,0,,0,,0.0,0.012
E1011797,C102770,Email,Owned,Grocery,2024-10-28,0,,0,,0,,0.0,0.002
E1011798,C101453,Social Media Ad,Paid,Travel,2024-10-14,0,,0,,0,,0.0,0.012
E1011799,C103635,Social Media Ad,Paid,Entertainment,2025-06-10,0,,0,,0,,0.0,0.012
E1011800,C103286,Display Ad,Paid,Health & Wellness,2025-05-13,0,,0,,0,,0.0,0.008
E1011801,C101172,Email,Owned,Travel,2024-08-13,1,2024-08-13,1,2024-08-14,0,,0.0,0.002
E1011802,C101711,Social Media Ad,Paid,Travel,2024-01-27,0,,0,,0,,0.0,0.012
E1011803,C100780,Email,Owned,Entertainment,2024-07-18,0,,0,,0,,0.0,0.002
E1011804,C101028,Push Notification,Owned,Electronics,2024-03-10,0,,0,,0,,0.0,0.001
E1011805,C104723,Social Media Ad,Paid,Electronics,2025-03-22,0,,0,,0,,0.0,0.012
E1011806,C102250,Display Ad,Paid,Electronics,2024-06-19,0,,0,,0,,0.0,0.008
E1011807,C104149,Display Ad,Paid,Grocery,2024-12-25,0,,0,,0,,0.0,0.008
E1011808,C104383,Push Notification,Owned,Health & Wellness,2024-03-20,0,,0,,0,,0.0,0.001
E1011809,C103669,Social Media Ad,Paid,Entertainment,2025-03-01,0,,0,,0,,0.0,0.012
E1011810,C101068,Display Ad,Paid,Entertainment,2025-05-27,0,,0,,0,,0.0,0.008
E1011811,C100283,Display Ad,Paid,Grocery,2024-03-04,0,,0,,0,,0.0,0.008
E1011812,C100832,Social Media Ad,Paid,Fuel,2024-10-24,0,,0,,0,,0.0,0.012
E1011813,C104677,Push Notification,Owned,Fuel,2024-03-27,1,2024-03-27,1,2024-03-27,0,,0.0,0.001
E1011814,C103488,Push Notification,Owned,Entertainment,2025-07-03,0,,0,,0,,0.0,0.001
E1011815,C104367,Push Notification,Owned,Travel,2024-09-18,0,,0,,0,,0.0,0.001
E1011816,C103212,Display Ad,Paid,Travel,2025-01-03,0,,0,,0,,0.0,0.008
E1011817,C100916,Social Media Ad,Paid,Electronics,2024-06-21,0,,0,,0,,0.0,0.012
E1011818,C100570,Email,Owned,Fuel,2025-03-11,0,,0,,0,,0.0,0.002
E1011819,C102799,Display Ad,Paid,Entertainment,2024-11-09,0,,0,,0,,0.0,0.008
E1011820,C102094,Display Ad,Paid,Fuel,2024-10-13,0,,0,,0,,0.0,0.008
E1011821,C103238,Display Ad,Paid,Health & Wellness,2024-10-05,0,,0,,0,,0.0,0.008
E1011822,C104567,Display Ad,Paid,Dining,2024-11-28,0,,0,,0,,0.0,0.008
E1011823,C104906,In-App Banner,Owned,Fuel,2025-04-30,0,,0,,0,,0.0,0.0015
E1011824,C100620,Display Ad,Paid,Electronics,2024-05-09,0,,0,,0,,0.0,0.008
E1011825,C104772,In-App Banner,Owned,Retail,2024-09-14,1,2024-09-14,1,2024-09-15,0,,0.0,0.0015
E1011826,C100770,Display Ad,Paid,Dining,2024-09-20,0,,0,,0,,0.0,0.008
E1011827,C104793,Display Ad,Paid,Dining,2024-06-21,0,,0,,0,,0.0,0.008
E1011828,C103347,Display Ad,Paid,Entertainment,2024-05-04,0,,0,,0,,0.0,0.008
E1011829,C101614,Display Ad,Paid,Entertainment,2025-01-15,0,,0,,0,,0.0,0.008
E1011830,C100064,Email,Owned,Electronics,2025-05-14,0,,0,,0,,0.0,0.002
E1011831,C103698,Email,Owned,Travel,2024-07-26,0,,0,,0,,0.0,0.002
E1011832,C100201,Social Media Ad,Paid,Health & Wellness,2024-06-29,0,,0,,0,,0.0,0.012
E1011833,C104237,Social Media Ad,Paid,Fuel,2024-09-17,0,,0,,0,,0.0,0.012
E1011834,C103169,Email,Owned,Grocery,2025-02-16,0,,0,,0,,0.0,0.002
E1011835,C102864,Display Ad,Paid,Travel,2025-07-11,0,,0,,0,,0.0,0.008
E1011836,C101157,Push Notification,Owned,Entertainment,2025-06-01,1,2025-06-02,0,,0,,0.0,0.001
E1011837,C102309,Email,Owned,Health & Wellness,2024-01-09,0,,0,,0,,0.0,0.002
E1011838,C100101,Email,Owned,Travel,2024-10-17,0,,0,,0,,0.0,0.002
E1011839,C100376,Display Ad,Paid,Health & Wellness,2024-10-19,0,,0,,0,,0.0,0.008
E1011840,C100205,Push Notification,Owned,Grocery,2025-04-03,0,,0,,0,,0.0,0.001
E1011841,C103724,Social Media Ad,Paid,Grocery,2024-09-29,0,,0,,0,,0.0,0.012
E1011842,C104856,Push Notification,Owned,Travel,2024-05-20,1,2024-05-20,0,,0,,0.0,0.001
E1011843,C102057,Display Ad,Paid,Electronics,2025-02-13,0,,0,,0,,0.0,0.008
E1011844,C103663,Social Media Ad,Paid,Grocery,2024-01-12,0,,0,,0,,0.0,0.012
E1011845,C101634,Display Ad,Paid,Dining,2024-06-29,0,,0,,0,,0.0,0.008
E1011846,C101060,Email,Owned,Electronics,2024-02-16,0,,0,,0,,0.0,0.002
E1011847,C102823,Social Media Ad,Paid,Retail,2024-11-28,0,,0,,0,,0.0,0.012
E1011848,C100889,Display Ad,Paid,Electronics,2024-06-14,0,,0,,0,,0.0,0.008
E1011849,C101562,Email,Owned,Travel,2025-03-26,0,,0,,0,,0.0,0.002
E1011850,C103195,Display Ad,Paid,Retail,2024-01-25,0,,0,,0,,0.0,0.008
E1011851,C104498,Display Ad,Paid,Fuel,2024-11-15,0,,0,,0,,0.0,0.008
E1011852,C100810,Email,Owned,Travel,2024-03-02,0,,0,,0,,0.0,0.002
E1011853,C101058,Email,Owned,Health & Wellness,2025-03-01,0,,0,,0,,0.0,0.002
E1011854,C101260,Email,Owned,Health & Wellness,2024-05-30,1,2024-05-31,1,2024-06-01,0,,0.0,0.002
E1011855,C102546,Display Ad,Paid,Retail,2024-05-07,0,,0,,0,,0.0,0.008
E1011856,C100511,Social Media Ad,Paid,Grocery,2024-08-14,0,,0,,0,,0.0,0.012
E1011857,C101846,In-App Banner,Owned,Fuel,2024-05-27,0,,0,,0,,0.0,0.0015
E1011858,C104412,Display Ad,Paid,Fuel,2024-09-14,0,,0,,0,,0.0,0.008
E1011859,C104398,In-App Banner,Owned,Fuel,2024-08-02,0,,0,,0,,0.0,0.0015
E1011860,C101125,Social Media Ad,Paid,Dining,2024-08-04,0,,0,,0,,0.0,0.012
E1011861,C103660,Push Notification,Owned,Electronics,2024-05-30,1,2024-05-31,1,2024-06-01,0,,0.0,0.001
E1011862,C104177,Social Media Ad,Paid,Retail,2024-07-26,0,,0,,0,,0.0,0.012
E1011863,C100657,Social Media Ad,Paid,Entertainment,2024-06-02,0,,0,,0,,0.0,0.012
E1011864,C100052,Email,Owned,Grocery,2024-02-14,0,,0,,0,,0.0,0.002
E1011865,C104440,Push Notification,Owned,Fuel,2024-11-05,0,,0,,0,,0.0,0.001
E1011866,C101108,Social Media Ad,Paid,Electronics,2025-02-01,0,,0,,0,,0.0,0.012
E1011867,C100986,Display Ad,Paid,Electronics,2024-08-06,0,,0,,0,,0.0,0.008
E1011868,C104736,Display Ad,Paid,Retail,2024-07-12,0,,0,,0,,0.0,0.008
E1011869,C100210,Social Media Ad,Paid,Retail,2024-02-09,0,,0,,0,,0.0,0.012
E1011870,C104959,Push Notification,Owned,Entertainment,2024-02-28,0,,0,,0,,0.0,0.001
E1011871,C100775,Social Media Ad,Paid,Retail,2025-03-07,0,,0,,0,,0.0,0.012
E1011872,C100914,Email,Owned,Dining,2024-10-21,0,,0,,0,,0.0,0.002
E1011873,C104278,Display Ad,Paid,Fuel,2025-02-02,0,,0,,0,,0.0,0.008
E1011874,C100505,Push Notification,Owned,Electronics,2024-04-14,0,,0,,0,,0.0,0.001
E1011875,C103298,Social Media Ad,Paid,Fuel,2024-10-30,0,,0,,0,,0.0,0.012
E1011876,C101857,Email,Owned,Electronics,2025-07-01,0,,0,,0,,0.0,0.002
E1011877,C104188,Push Notification,Owned,Dining,2024-05-06,1,2024-05-07,1,2024-05-07,1,2024-05-16,176.26,0.001
E1011878,C104425,Social Media Ad,Paid,Grocery,2024-10-28,0,,0,,0,,0.0,0.012
E1011879,C102237,In-App Banner,Owned,Travel,2024-06-26,0,,0,,0,,0.0,0.0015
E1011880,C102913,Push Notification,Owned,Grocery,2024-09-17,0,,0,,0,,0.0,0.001
E1011881,C103001,Social Media Ad,Paid,Retail,2025-06-04,0,,0,,0,,0.0,0.012
E1011882,C100260,Display Ad,Paid,Grocery,2025-03-30,0,,0,,0,,0.0,0.008
E1011883,C100709,Social Media Ad,Paid,Electronics,2024-04-24,0,,0,,0,,0.0,0.012
E1011884,C101951,Display Ad,Paid,Grocery,2024-04-06,0,,0,,0,,0.0,0.008
E1011885,C102370,Push Notification,Owned,Electronics,2025-03-23,0,,0,,0,,0.0,0.001
E1011886,C100087,Email,Owned,Electronics,2024-02-28,0,,0,,0,,0.0,0.002
E1011887,C103389,Display Ad,Paid,Entertainment,2024-07-03,0,,0,,0,,0.0,0.008
E1011888,C103294,In-App Banner,Owned,Grocery,2025-02-04,0,,0,,0,,0.0,0.0015
E1011889,C102734,Social Media Ad,Paid,Dining,2024-01-26,0,,0,,0,,0.0,0.012
E1011890,C102256,Social Media Ad,Paid,Electronics,2024-12-28,0,,0,,0,,0.0,0.012
E1011891,C101072,Social Media Ad,Paid,Electronics,2025-04-09,0,,0,,0,,0.0,0.012
E1011892,C103607,Display Ad,Paid,Entertainment,2024-09-23,0,,0,,0,,0.0,0.008
E1011893,C103921,Display Ad,Paid,Travel,2025-04-28,0,,0,,0,,0.0,0.008
E1011894,C102969,Display Ad,Paid,Retail,2025-01-11,0,,0,,0,,0.0,0.008
E1011895,C102310,Push Notification,Owned,Grocery,2025-02-08,1,2025-02-09,1,2025-02-10,0,,0.0,0.001
E1011896,C103277,Social Media Ad,Paid,Fuel,2025-01-04,0,,0,,0,,0.0,0.012
E1011897,C103752,Email,Owned,Fuel,2025-06-03,0,,0,,0,,0.0,0.002
E1011898,C103568,Social Media Ad,Paid,Health & Wellness,2024-07-13,0,,0,,0,,0.0,0.012
E1011899,C103969,Push Notification,Owned,Retail,2025-01-11,0,,0,,0,,0.0,0.001
E1011900,C102717,Display Ad,Paid,Health & Wellness,2024-05-13,0,,0,,0,,0.0,0.008
E1011901,C101488,Social Media Ad,Paid,Travel,2024-05-31,0,,0,,0,,0.0,0.012
E1011902,C101658,Social Media Ad,Paid,Grocery,2024-02-20,0,,0,,0,,0.0,0.012
E1011903,C102067,Display Ad,Paid,Retail,2024-08-13,0,,0,,0,,0.0,0.008
E1011904,C102615,Display Ad,Paid,Entertainment,2025-05-16,0,,0,,0,,0.0,0.008
E1011905,C103017,Social Media Ad,Paid,Dining,2024-12-11,0,,0,,0,,0.0,0.012
E1011906,C101131,Display Ad,Paid,Entertainment,2024-09-17,0,,0,,0,,0.0,0.008
E1011907,C102187,Email,Owned,Electronics,2024-08-03,0,,0,,0,,0.0,0.002
E1011908,C100270,Push Notification,Owned,Entertainment,2024-02-24,0,,0,,0,,0.0,0.001
E1011909,C101596,Social Media Ad,Paid,Electronics,2024-03-12,0,,0,,0,,0.0,0.012
E1011910,C103526,Push Notification,Owned,Health & Wellness,2024-04-22,0,,0,,0,,0.0,0.001
E1011911,C104379,Social Media Ad,Paid,Health & Wellness,2024-11-23,0,,0,,0,,0.0,0.012
E1011912,C100365,Social Media Ad,Paid,Travel,2025-02-08,0,,0,,0,,0.0,0.012
E1011913,C102531,Social Media Ad,Paid,Retail,2024-07-26,0,,0,,0,,0.0,0.012
E1011914,C100002,Email,Owned,Dining,2024-05-10,0,,0,,0,,0.0,0.002
E1011915,C103051,Social Media Ad,Paid,Entertainment,2025-02-18,0,,0,,0,,0.0,0.012
E1011916,C100783,Email,Owned,Dining,2024-02-23,0,,0,,0,,0.0,0.002
E1011917,C102211,Display Ad,Paid,Retail,2024-12-06,0,,0,,0,,0.0,0.008
E1011918,C104483,Display Ad,Paid,Fuel,2024-11-20,0,,0,,0,,0.0,0.008
E1011919,C101032,Social Media Ad,Paid,Fuel,2024-11-23,0,,0,,0,,0.0,0.012
E1011920,C102059,Social Media Ad,Paid,Travel,2024-09-04,0,,0,,0,,0.0,0.012
E1011921,C104169,Email,Owned,Retail,2025-02-13,1,2025-02-14,1,2025-02-14,1,2025-02-20,57.89,0.002
E1011922,C100237,Social Media Ad,Paid,Fuel,2024-09-16,0,,0,,0,,0.0,0.012
E1011923,C103883,Email,Owned,Fuel,2024-11-14,0,,0,,0,,0.0,0.002
E1011924,C103179,Display Ad,Paid,Grocery,2025-02-28,0,,0,,0,,0.0,0.008
E1011925,C101985,Social Media Ad,Paid,Fuel,2025-04-14,0,,0,,0,,0.0,0.012
E1011926,C101462,Push Notification,Owned,Dining,2025-01-12,0,,0,,0,,0.0,0.001
E1011927,C100871,Display Ad,Paid,Grocery,2024-08-01,0,,0,,0,,0.0,0.008
E1011928,C101221,Display Ad,Paid,Dining,2024-02-26,0,,0,,0,,0.0,0.008
E1011929,C101666,Push Notification,Owned,Electronics,2024-03-23,1,2024-03-23,0,,0,,0.0,0.001
E1011930,C103436,Email,Owned,Entertainment,2024-02-18,0,,0,,0,,0.0,0.002
E1011931,C101656,Display Ad,Paid,Entertainment,2024-04-08,0,,0,,0,,0.0,0.008
E1011932,C101131,Email,Owned,Entertainment,2024-04-16,0,,0,,0,,0.0,0.002
E1011933,C101971,Push Notification,Owned,Electronics,2024-04-19,1,2024-04-19,1,2024-04-19,0,,0.0,0.001
E1011934,C100810,Display Ad,Paid,Health & Wellness,2024-06-28,0,,0,,0,,0.0,0.008
E1011935,C100055,Social Media Ad,Paid,Health & Wellness,2024-03-10,0,,0,,0,,0.0,0.012
E1011936,C103523,Push Notification,Owned,Dining,2025-04-15,0,,0,,0,,0.0,0.001
E1011937,C102662,SMS,Paid,Dining,2024-02-14,0,,0,,0,,0.0,0.05
E1011938,C103279,Display Ad,Paid,Entertainment,2024-08-16,0,,0,,0,,0.0,0.008
E1011939,C101533,Email,Owned,Entertainment,2024-05-16,0,,0,,0,,0.0,0.002
E1011940,C104011,Push Notification,Owned,Dining,2025-03-19,0,,0,,0,,0.0,0.001
E1011941,C100933,Push Notification,Owned,Health & Wellness,2025-01-07,0,,0,,0,,0.0,0.001
E1011942,C100662,Display Ad,Paid,Electronics,2024-09-09,0,,0,,0,,0.0,0.008
E1011943,C103845,Social Media Ad,Paid,Health & Wellness,2024-12-05,0,,0,,0,,0.0,0.012
E1011944,C103023,Email,Owned,Fuel,2024-08-01,0,,0,,0,,0.0,0.002
E1011945,C102677,Display Ad,Paid,Dining,2024-05-28,0,,0,,0,,0.0,0.008
E1011946,C100143,Push Notification,Owned,Fuel,2025-02-01,0,,0,,0,,0.0,0.001
E1011947,C103275,In-App Banner,Owned,Retail,2025-05-19,1,2025-05-19,1,2025-05-20,0,,0.0,0.0015
E1011948,C104324,Email,Owned,Electronics,2024-11-03,0,,0,,0,,0.0,0.002
E1011949,C100239,Push Notification,Owned,Electronics,2025-03-28,0,,0,,0,,0.0,0.001
E1011950,C102004,Display Ad,Paid,Dining,2025-02-01,0,,0,,0,,0.0,0.008
E1011951,C103769,Social Media Ad,Paid,Dining,2025-05-01,0,,0,,0,,0.0,0.012
E1011952,C104246,Social Media Ad,Paid,Grocery,2024-01-31,0,,0,,0,,0.0,0.012
E1011953,C103396,Push Notification,Owned,Health & Wellness,2024-07-22,0,,0,,0,,0.0,0.001
E1011954,C100802,Display Ad,Paid,Fuel,2024-11-21,0,,0,,0,,0.0,0.008
E1011955,C100352,Display Ad,Paid,Grocery,2025-03-15,0,,0,,0,,0.0,0.008
E1011956,C101974,Display Ad,Paid,Electronics,2024-08-05,0,,0,,0,,0.0,0.008
E1011957,C101133,Social Media Ad,Paid,Grocery,2024-07-19,0,,0,,0,,0.0,0.012
E1011958,C104561,Display Ad,Paid,Retail,2024-06-14,0,,0,,0,,0.0,0.008
E1011959,C101063,Display Ad,Paid,Dining,2025-06-13,0,,0,,0,,0.0,0.008
E1011960,C101395,In-App Banner,Owned,Retail,2024-05-26,0,,0,,0,,0.0,0.0015
E1011961,C101548,Push Notification,Owned,Dining,2024-11-25,0,,0,,0,,0.0,0.001
E1011962,C101530,In-App Banner,Owned,Travel,2025-03-16,1,2025-03-16,1,2025-03-17,0,,0.0,0.0015
E1011963,C100052,Display Ad,Paid,Dining,2024-10-21,0,,0,,0,,0.0,0.008
E1011964,C103151,Email,Owned,Grocery,2025-07-08,0,,0,,0,,0.0,0.002
E1011965,C102786,In-App Banner,Owned,Health & Wellness,2025-01-09,1,2025-01-10,1,2025-01-10,0,,0.0,0.0015
E1011966,C101144,Display Ad,Paid,Retail,2025-03-11,0,,0,,0,,0.0,0.008
E1011967,C102112,In-App Banner,Owned,Health & Wellness,2025-07-09,0,,0,,0,,0.0,0.0015
E1011968,C100295,Push Notification,Owned,Travel,2024-02-14,1,2024-02-15,1,2024-02-16,0,,0.0,0.001
E1011969,C102989,Display Ad,Paid,Fuel,2025-05-10,0,,0,,0,,0.0,0.008
E1011970,C104742,Display Ad,Paid,Fuel,2024-04-02,0,,0,,0,,0.0,0.008
E1011971,C101580,Social Media Ad,Paid,Health & Wellness,2025-03-08,0,,0,,0,,0.0,0.012
E1011972,C102425,Email,Owned,Entertainment,2025-03-12,1,2025-03-12,1,2025-03-13,0,,0.0,0.002
E1011973,C102627,Email,Owned,Dining,2024-08-27,0,,0,,0,,0.0,0.002
E1011974,C104805,Email,Owned,Electronics,2025-06-12,0,,0,,0,,0.0,0.002
E1011975,C104162,Display Ad,Paid,Retail,2024-07-29,0,,0,,0,,0.0,0.008
E1011976,C101593,Push Notification,Owned,Health & Wellness,2025-02-08,0,,0,,0,,0.0,0.001
E1011977,C100509,Display Ad,Paid,Electronics,2024-08-05,0,,0,,0,,0.0,0.008
E1011978,C101891,Display Ad,Paid,Travel,2024-06-04,0,,0,,0,,0.0,0.008
E1011979,C101461,Display Ad,Paid,Travel,2024-12-16,0,,0,,0,,0.0,0.008
E1011980,C101999,Social Media Ad,Paid,Fuel,2024-10-19,0,,0,,0,,0.0,0.012
E1011981,C101970,Push Notification,Owned,Entertainment,2024-02-03,0,,0,,0,,0.0,0.001
E1011982,C101551,Push Notification,Owned,Fuel,2024-04-25,0,,0,,0,,0.0,0.001
E1011983,C103851,In-App Banner,Owned,Travel,2024-06-14,0,,0,,0,,0.0,0.0015
E1011984,C100101,Social Media Ad,Paid,Grocery,2024-07-19,0,,0,,0,,0.0,0.012
E1011985,C101460,Social Media Ad,Paid,Health & Wellness,2025-06-27,0,,0,,0,,0.0,0.012
E1011986,C102846,Social Media Ad,Paid,Health & Wellness,2024-02-28,0,,0,,0,,0.0,0.012
E1011987,C100733,Push Notification,Owned,Retail,2024-06-16,0,,0,,0,,0.0,0.001
E1011988,C103092,Display Ad,Paid,Entertainment,2024-08-22,0,,0,,0,,0.0,0.008
E1011989,C102434,Social Media Ad,Paid,Grocery,2024-03-07,0,,0,,0,,0.0,0.012
E1011990,C100532,Social Media Ad,Paid,Travel,2025-02-09,0,,0,,0,,0.0,0.012
E1011991,C100091,In-App Banner,Owned,Travel,2025-01-26,0,,0,,0,,0.0,0.0015
E1011992,C101819,Social Media Ad,Paid,Grocery,2024-11-03,1,2024-11-03,1,2024-11-03,1,2024-11-11,52.7,0.012
E1011993,C101156,Email,Owned,Travel,2024-07-16,0,,0,,0,,0.0,0.002
E1011994,C104934,Display Ad,Paid,Entertainment,2024-03-02,0,,0,,0,,0.0,0.008
E1011995,C100504,Social Media Ad,Paid,Dining,2024-06-02,0,,0,,0,,0.0,0.012
E1011996,C104936,Email,Owned,Fuel,2025-05-19,0,,0,,0,,0.0,0.002
E1011997,C104782,Display Ad,Paid,Fuel,2024-12-05,0,,0,,0,,0.0,0.008
E1011998,C102195,In-App Banner,Owned,Electronics,2024-08-07,0,,0,,0,,0.0,0.0015
E1011999,C100933,Social Media Ad,Paid,Grocery,2024-05-21,0,,0,,0,,0.0,0.012
E1012000,C101255,In-App Banner,Owned,Health & Wellness,2025-06-07,0,,0,,0,,0.0,0.0015
E1012001,C100883,Push Notification,Owned,Health & Wellness,2024-07-16,0,,0,,0,,0.0,0.001
E1012002,C103236,Push Notification,Owned,Dining,2024-01-09,0,,0,,0,,0.0,0.001
E1012003,C104409,Push Notification,Owned,Retail,2025-01-31,0,,0,,0,,0.0,0.001
E1012004,C102704,Display Ad,Paid,Fuel,2024-03-14,0,,0,,0,,0.0,0.008
E1012005,C104059,Email,Owned,Fuel,2025-02-26,1,2025-02-26,1,2025-02-26,1,2025-02-26,159.22,0.002
E1012006,C104318,Display Ad,Paid,Travel,2024-12-31,0,,0,,0,,0.0,0.008
E1012007,C104511,Social Media Ad,Paid,Entertainment,2024-11-05,0,,0,,0,,0.0,0.012
E1012008,C102109,Display Ad,Paid,Electronics,2024-01-30,0,,0,,0,,0.0,0.008
E1012009,C104719,Email,Owned,Electronics,2024-11-25,0,,0,,0,,0.0,0.002
E1012010,C102423,In-App Banner,Owned,Fuel,2024-04-06,1,2024-04-07,1,2024-04-07,1,2024-04-18,32.1,0.0015
E1012011,C102646,SMS,Paid,Retail,2024-05-09,1,2024-05-10,1,2024-05-10,0,,0.0,0.05
E1012012,C104500,Display Ad,Paid,Dining,2024-04-17,0,,0,,0,,0.0,0.008
E1012013,C101278,Social Media Ad,Paid,Dining,2024-12-24,0,,0,,0,,0.0,0.012
E1012014,C100389,Social Media Ad,Paid,Fuel,2024-03-20,0,,0,,0,,0.0,0.012
E1012015,C101648,Email,Owned,Electronics,2024-11-29,0,,0,,0,,0.0,0.002
E1012016,C100765,Social Media Ad,Paid,Retail,2025-04-08,0,,0,,0,,0.0,0.012
E1012017,C100347,Social Media Ad,Paid,Retail,2024-08-13,0,,0,,0,,0.0,0.012
E1012018,C103573,Social Media Ad,Paid,Dining,2024-04-09,0,,0,,0,,0.0,0.012
E1012019,C101345,Social Media Ad,Paid,Grocery,2024-02-02,0,,0,,0,,0.0,0.012
E1012020,C103005,Email,Owned,Grocery,2025-06-26,0,,0,,0,,0.0,0.002
E1012021,C102564,Display Ad,Paid,Retail,2025-06-09,0,,0,,0,,0.0,0.008
E1012022,C100329,Push Notification,Owned,Grocery,2024-09-07,0,,0,,0,,0.0,0.001
E1012023,C103534,Email,Owned,Retail,2025-02-19,0,,0,,0,,0.0,0.002
E1012024,C103793,Display Ad,Paid,Health & Wellness,2024-11-09,0,,0,,0,,0.0,0.008
E1012025,C100973,Email,Owned,Health & Wellness,2025-03-26,0,,0,,0,,0.0,0.002
E1012026,C101245,Social Media Ad,Paid,Travel,2025-05-06,0,,0,,0,,0.0,0.012
E1012027,C102237,Email,Owned,Dining,2025-01-10,0,,0,,0,,0.0,0.002
E1012028,C102619,Email,Owned,Fuel,2024-03-10,1,2024-03-10,1,2024-03-10,0,,0.0,0.002
E1012029,C100204,Social Media Ad,Paid,Dining,2024-04-07,0,,0,,0,,0.0,0.012
E1012030,C102259,In-App Banner,Owned,Entertainment,2024-08-12,0,,0,,0,,0.0,0.0015
E1012031,C104184,SMS,Paid,Health & Wellness,2025-07-10,0,,0,,0,,0.0,0.05
E1012032,C103002,Display Ad,Paid,Dining,2024-11-26,0,,0,,0,,0.0,0.008
E1012033,C100362,Push Notification,Owned,Dining,2024-05-03,0,,0,,0,,0.0,0.001
E1012034,C103442,Social Media Ad,Paid,Entertainment,2024-08-17,0,,0,,0,,0.0,0.012
E1012035,C100331,Display Ad,Paid,Retail,2024-01-29,0,,0,,0,,0.0,0.008
E1012036,C102968,Email,Owned,Electronics,2024-06-20,0,,0,,0,,0.0,0.002
E1012037,C104803,Social Media Ad,Paid,Retail,2025-01-07,0,,0,,0,,0.0,0.012
E1012038,C100421,Push Notification,Owned,Grocery,2024-01-06,0,,0,,0,,0.0,0.001
E1012039,C100762,Display Ad,Paid,Health & Wellness,2025-06-10,0,,0,,0,,0.0,0.008
E1012040,C102783,Email,Owned,Entertainment,2024-05-28,0,,0,,0,,0.0,0.002
E1012041,C102757,Display Ad,Paid,Health & Wellness,2024-10-25,0,,0,,0,,0.0,0.008
E1012042,C100248,Push Notification,Owned,Fuel,2025-05-26,0,,0,,0,,0.0,0.001
E1012043,C103546,Push Notification,Owned,Travel,2024-12-12,0,,0,,0,,0.0,0.001
E1012044,C100482,Email,Owned,Travel,2024-01-07,0,,0,,0,,0.0,0.002
E1012045,C103475,In-App Banner,Owned,Health & Wellness,2024-11-13,0,,0,,0,,0.0,0.0015
E1012046,C103858,Display Ad,Paid,Dining,2024-08-25,0,,0,,0,,0.0,0.008
E1012047,C103232,Display Ad,Paid,Entertainment,2024-11-05,0,,0,,0,,0.0,0.008
E1012048,C102295,Display Ad,Paid,Entertainment,2025-06-10,0,,0,,0,,0.0,0.008
E1012049,C104414,Push Notification,Owned,Electronics,2024-07-28,0,,0,,0,,0.0,0.001
E1012050,C103011,Email,Owned,Health & Wellness,2025-07-11,0,,0,,0,,0.0,0.002
E1012051,C100699,Display Ad,Paid,Retail,2025-01-14,0,,0,,0,,0.0,0.008
E1012052,C104626,Push Notification,Owned,Fuel,2025-02-15,0,,0,,0,,0.0,0.001
E1012053,C104091,Social Media Ad,Paid,Dining,2024-02-20,0,,0,,0,,0.0,0.012
E1012054,C103827,Social Media Ad,Paid,Travel,2024-09-07,0,,0,,0,,0.0,0.012
E1012055,C101947,Email,Owned,Travel,2024-04-26,0,,0,,0,,0.0,0.002
E1012056,C103861,Display Ad,Paid,Health & Wellness,2025-06-28,0,,0,,0,,0.0,0.008
E1012057,C101367,Display Ad,Paid,Dining,2024-10-09,0,,0,,0,,0.0,0.008
E1012058,C100122,Email,Owned,Health & Wellness,2024-06-03,0,,0,,0,,0.0,0.002
